dt	f	t	l	d
2014103116	014	007	3	0
2014103115	004	020	0	0
2014103100	026	017	1	0
2014103022	001	002	1	0
2014103020	017	026	2	0
2014103020	017	017	0	0
2014102916	028	028	1	0
2014102916	028	028	1	0
2014102916	013	013	0	0
2014102916	013	013	0	0
2014102915	008	008	0	0
2014102912	024	028	1	0
2014102819	006	006	2	0
2014102712	003	001	1	0
2014102702	013	013	1	0
2014102617	024	013	1	0
2014102617	017	020	0	0
2014102617	026	026	0	0
2014102617	026	026	0	0
2014102615	026	024	0	0
2014102615	026	024	0	0
2014102613	006	006	2	0
2014102613	006	006	2	0
2014102612	029	014	2	0
2014102612	029	029	0	0
2014102612	029	014	2	0
2014102518	023	006	1	0
2014102512	009	013	0	0
2014102510	006	006	0	0
2014102510	006	006	0	0
2014102507	023	018	0	0
2014102422	006	016	0	0
2014102422	006	016	1	0
2014102422	006	016	1	0
2014102419	023	023	0	0
2014102418	015	028	0	0
2014102418	023	023	1	0
2014102415	020	020	1	0
2014102415	020	020	0	0
2014102123	003	003	2	0
2014102123	003	003	0	0
2014102123	003	003	2	0
2014102020	027	020	1	0
2014101911	006	026	2	0
2014101911	006	026	2	0
2014101911	006	026	2	0
2014101818	009	014	0	0
2014101817	010	009	0	0
2014101816	027	016	0	0
2014101815	009	027	0	0
2014101815	009	009	0	0
2014101814	024	016	1	0
2014101814	024	016	1	0
2014101814	029	029	1	0
2014101813	027	006	0	0
2014101812	027	027	0	0
2014101806	006	027	0	0
2014101805	013	006	0	0
2014101804	006	008	1	0
2014101804	006	008	1	0
2014101723	025	029	0	0
2014101723	025	029	0	0
2014101723	025	029	0	0
2014101719	029	025	0	0
2014101719	029	025	0	0
2014101719	029	025	0	0
2014101717	020	020	0	0
2014101717	020	009	1	0
2014101613	007	013	0	0
2014101612	001	007	0	0
2014101612	001	001	0	0
2014101611	018	018	0	0
2014101611	020	018	0	0
2014101610	013	020	0	0
2014101519	018	006	0	0
2014101518	003	013	1	0
2014101513	008	016	1	0
2014101422	015	015	0	0
2014101421	027	015	1	0
2014101421	027	027	0	0
2014101320	016	016	1	0
2014101320	016	016	0	0
2014101320	016	016	0	0
2014101319	018	007	1	0
2014101318	004	028	0	0
2014101317	009	018	0	0
2014101317	009	009	0	0
2014101314	028	004	0	0
2014101314	028	028	0	0
2014101302	007	007	1	0
2014101302	009	009	1	0
2014101222	014	014	0	0
2014101221	007	014	1	0
2014101220	007	007	0	0
2014101219	004	004	1	0
2014101219	003	003	0	0
2014101217	028	022	1	0
2014101217	027	027	1	0
2014101217	008	028	1	0
2014101216	024	024	4	0
2014101216	019	019	2	0
2014101216	007	007	0	0
2014101216	007	007	0	0
2014101215	003	003	1	0
2014101215	003	003	1	0
2014101214	029	029	2	0
2014101214	027	023	1	0
2014101214	029	029	2	0
2014101213	006	006	1	0
2014101213	006	006	1	0
2014101213	006	006	0	0
2014101213	006	006	2	0
2014101212	013	027	1	0
2014101212	022	025	1	0
2014101211	016	016	0	0
2014101203	001	010	1	0
2014101202	006	006	0	0
2014101202	006	006	0	0
2014101201	018	018	0	0
2014101201	010	006	1	0
2014101200	010	009	9	0
2014101123	027	027	1	0
2014101123	027	027	0	0
2014101123	028	028	2	0
2014101122	006	006	1	0
2014101122	025	029	0	0
2014101122	025	029	0	0
2014101120	007	009	13	0
2014101120	007	009	13	0
2014101119	017	013	0	0
2014101119	029	026	1	0
2014101119	029	026	1	0
2014101118	003	023	1	0
2014101118	001	027	1	0
2014101117	006	025	1	0
2014101116	019	019	2	0
2014101116	017	028	0	0
2014101116	004	017	0	0
2014101116	007	029	1	0
2014101115	023	024	1	0
2014101115	023	024	1	0
2014101114	023	009	0	0
2014101113	020	020	2	0
2014101113	011	015	2	0
2014101113	011	015	2	0
2014101113	029	006	1	0
2014101113	029	029	0	0
2014101113	008	002	0	0
2014101112	022	022	0	0
2014101112	029	029	2	0
2014101112	029	029	2	0
2014101112	011	008	0	0
2014101112	011	011	0	0
2014101111	022	011	0	0
2014101106	023	023	1	0
2014101106	023	023	1	0
2014101022	015	006	1	0
2014101022	006	028	1	0
2014101022	015	015	0	0
2014101022	015	006	1	0
2014101021	015	024	0	0
2014101020	015	015	0	0
2014101018	023	008	1	0
2014101009	015	015	1	0
2014100918	003	003	0	0
2014100915	029	029	2	0
2014100915	029	029	0	0
2014100915	029	029	0	0
2014100915	028	028	0	0
2014100911	013	013	2	0
2014100911	013	013	2	0
2014100910	024	023	6	0
2014100903	024	023	1	0
2014100902	024	023	1	0
2014100821	023	025	1	0
2014100821	023	025	1	0
2014100821	006	023	0	0
2014100821	006	023	0	0
2014100818	028	015	0	0
2014100818	028	028	0	0
2014100818	005	028	0	0
2014100818	002	005	0	0
2014100817	023	006	0	0
2014100817	006	009	0	0
2014100817	005	005	1	0
2014100817	008	002	0	0
2014100817	005	005	1	0
2014100817	018	006	0	0
2014100817	023	018	0	0
2014100817	012	012	2	0
2014100816	026	023	0	0
2014100816	027	026	0	0
2014100816	028	028	0	0
2014100816	016	027	0	0
2014100816	002	012	0	0
2014100815	015	016	0	0
2014100815	013	002	0	0
2014100815	011	013	0	0
2014100815	024	024	1	0
2014100812	013	013	0	0
2014100812	013	013	0	0
2014100812	023	006	0	0
2014100811	023	006	0	0
2014100810	014	004	1	0
2014100719	006	013	1	0
2014100719	006	013	1	0
2014100719	012	004	1	0
2014100719	026	023	0	0
2014100719	016	026	0	0
2014100717	019	016	0	0
2014100717	019	019	1	0
2014100717	019	019	1	0
2014100717	019	019	0	0
2014100716	024	027	0	0
2014100716	019	019	1	0
2014100715	027	019	0	0
2014100715	024	027	0	0
2014100715	004	008	1	0
2014100715	004	004	0	0
2014100715	004	004	0	0
2014100714	026	024	0	0
2014100714	023	026	0	0
2014100713	003	024	2	0
2014100713	022	022	0	0
2014100713	022	022	0	0
2014100713	022	024	2	0
2014100713	022	022	0	0
2014100713	022	024	2	0
2014100712	013	020	1	0
2014100712	010	020	1	0
2014100710	028	027	0	0
2014100709	001	006	10	0
2014100620	017	004	1	0
2014100619	017	004	2	0
2014100617	013	011	0	0
2014100613	013	020	1	0
2014100610	004	018	0	0
2014100523	002	002	0	0
2014100523	004	002	1	0
2014100520	009	028	0	0
2014100520	009	028	1	0
2014100520	009	009	0	0
2014100520	009	009	0	0
2014100518	004	020	0	0
2014100518	004	020	0	0
2014100518	019	003	1	0
2014100517	005	004	1	0
2014100517	005	004	1	0
2014100517	013	005	0	0
2014100517	013	005	0	0
2014100517	015	019	1	0
2014100517	001	001	0	0
2014100516	003	015	1	0
2014100516	013	028	1	0
2014100516	001	016	1	0
2014100515	019	019	1	0
2014100515	028	002	1	0
2014100515	009	007	2	0
2014100515	009	007	2	0
2014100514	018	013	1	0
2014100513	022	004	0	0
2014100513	023	023	2	0
2014100513	024	018	1	0
2014100513	006	028	1	0
2014100512	001	001	6	0
2014100512	001	001	6	0
2014100512	019	019	3	0
2014100510	016	006	1	0
2014100501	027	027	21	0
2014100501	027	027	16	0
2014100423	004	012	0	0
2014100423	004	012	0	0
2014100421	017	011	17	0
2014100421	017	011	17	0
2014100419	024	015	0	0
2014100419	016	024	0	0
2014100419	008	008	0	0
2014100419	015	016	0	0
2014100418	028	015	0	0
2014100418	022	028	0	0
2014100418	001	012	1	0
2014100418	001	012	1	0
2014100418	003	022	0	0
2014100417	019	019	0	0
2014100417	019	019	0	0
2014100416	003	024	1	0
2014100416	004	009	1	0
2014100416	009	023	1	0
2014100416	010	001	1	0
2014100416	010	001	1	0
2014100416	029	029	1	0
2014100416	006	004	1	0
2014100415	012	002	0	0
2014100415	012	012	0	0
2014100415	019	023	1	0
2014100415	007	007	0	0
2014100415	007	007	0	0
2014100415	007	007	0	0
2014100415	007	007	0	0
2014100415	012	012	0	0
2014100415	012	012	0	0
2014100415	012	012	0	0
2014100414	012	012	0	0
2014100414	024	006	2	0
2014100414	019	019	1	0
2014100414	018	009	1	0
2014100414	018	009	1	0
2014100414	018	009	1	0
2014100413	016	019	0	0
2014100413	016	019	2	0
2014100413	016	019	2	0
2014100413	016	016	0	0
2014100413	016	016	0	0
2014100413	004	009	1	0
2014100413	004	009	1	0
2014100413	024	016	0	0
2014100412	019	001	1	0
2014100412	019	001	1	0
2014100412	022	026	1	0
2014100411	020	024	1	0
2014100411	020	020	0	0
2014100411	016	016	2	0
2014100411	018	020	0	0
2014100411	027	027	7	0
2014100410	027	027	0	0
2014100405	004	012	0	0
2014100402	028	016	1	0
2014100400	024	015	0	0
2014100400	024	015	0	0
2014100400	029	029	1	0
2014100318	001	014	0	0
2014100318	026	026	0	0
2014100317	024	015	1	0
2014100317	024	024	0	0
2014100317	024	024	0	0
2014100317	017	008	2	0
2014100317	026	020	2	0
2014100317	015	028	0	0
2014100315	008	008	0	0
2014100314	016	027	22	0
2014100314	003	003	2	0
2014100314	016	027	22	0
2014100313	019	027	0	0
2014100311	006	007	2	0
2014100309	013	002	1	0
2014100308	028	001	0	0
2014100306	012	007	1	0
2014100302	009	023	1	0
2014100301	002	017	0	0
2014100300	013	013	0	0
2014100221	007	007	1	0
2014100221	007	007	1	0
2014100220	024	011	2	0
2014100220	024	011	2	0
2014100220	029	029	3	0
2014100220	029	029	3	0
2014100219	027	023	1	0
2014100219	027	023	1	0
2014100219	027	027	0	0
2014100219	016	027	0	0
2014100218	023	009	0	0
2014100216	001	020	0	0
2014100215	007	014	0	0
2014100215	009	007	0	0
2014100213	013	009	1	0
2014100204	027	013	1	0
2014100202	001	003	1	0
2014100200	011	013	0	0
2014100123	006	023	1	0
2014100122	019	019	1	0
2014100122	019	019	1	0
2014100120	023	009	2	0
2014100119	011	013	0	0
2014100119	008	011	0	0
2014100119	023	024	0	0
2014100118	002	008	0	0
2014100118	029	025	0	0
2014100118	029	029	0	0
2014100118	025	023	0	0
2014100116	005	004	0	0
2014100115	012	012	2	0
2014100115	004	005	0	0
2014100114	012	012	0	0
2014100114	024	009	2	0
2014100113	024	024	0	0
2014100113	004	012	0	0
2014100113	013	004	0	0
2014100112	013	013	0	0
2014100112	008	013	0	0
2014100104	009	010	0	0
2014100104	006	009	0	0
2014100104	009	006	0	0
2014100103	003	009	0	0
2014100103	028	003	0	0
2014100102	003	028	0	0
2014100102	013	003	0	0
2014093015	006	006	4	0
2014093015	006	006	4	0
2014093012	024	014	0	0
2014093012	024	024	0	0
2014093011	006	024	0	0
2014093010	017	006	0	0
2014093000	029	025	9	0
2014092922	007	007	0	0
2014092921	029	024	2	0
2014092921	029	024	2	0
2014092921	029	029	0	0
2014092920	023	013	0	0
2014092920	024	024	0	0
2014092920	024	024	0	0
2014092917	018	004	0	0
2014092917	017	017	1	0
2014092917	017	017	1	0
2014092917	017	017	1	0
2014092917	023	018	0	0
2014092916	013	017	0	0
2014092916	013	017	0	0
2014092916	013	017	1	0
2014092914	006	006	2	0
2014092914	006	006	2	0
2014092914	006	006	0	0
2014092914	023	023	0	0
2014092913	011	022	0	0
2014092913	006	006	2	0
2014092912	024	024	2	0
2014092912	024	024	2	0
2014092911	011	024	2	0
2014092911	011	011	0	0
2014092903	009	003	0	0
2014092903	009	003	0	0
2014092900	024	024	0	0
2014092900	024	024	0	0
2014092820	020	013	1	0
2014092820	020	013	1	0
2014092819	019	023	3	0
2014092819	019	023	3	0
2014092819	019	027	0	0
2014092819	019	027	0	0
2014092819	025	023	0	0
2014092819	025	023	0	0
2014092819	027	019	0	0
2014092819	027	019	0	0
2014092818	009	020	1	0
2014092818	009	020	1	0
2014092818	003	003	0	0
2014092818	024	027	0	0
2014092818	024	027	0	0
2014092818	003	003	1	0
2014092818	024	024	0	0
2014092818	015	015	1	0
2014092818	015	015	1	0
2014092817	017	007	0	0
2014092817	017	007	0	0
2014092817	023	025	1	0
2014092817	023	025	1	0
2014092817	020	020	2	0
2014092817	027	024	1	0
2014092817	027	024	1	0
2014092817	027	027	0	0
2014092817	006	001	0	0
2014092817	006	001	0	0
2014092817	020	020	2	0
2014092817	020	020	0	0
2014092817	020	020	0	0
2014092817	020	020	0	0
2014092817	023	013	3	0
2014092816	015	024	1	0
2014092816	015	024	1	0
2014092816	018	018	0	0
2014092815	001	009	0	0
2014092815	001	009	0	0
2014092815	001	001	0	0
2014092815	001	017	0	0
2014092815	001	017	0	0
2014092815	019	019	2	0
2014092815	019	019	2	0
2014092815	019	019	2	0
2014092815	028	027	1	0
2014092814	017	001	0	0
2014092814	017	001	0	0
2014092814	012	012	5	0
2014092814	019	016	0	0
2014092814	017	017	0	0
2014092813	002	002	4	0
2014092813	009	009	3	0
2014092813	002	002	4	0
2014092813	009	009	4	0
2014092812	016	016	2	0
2014092812	016	016	0	0
2014092812	001	006	0	0
2014092812	001	006	0	0
2014092811	009	015	9	0
2014092811	009	015	9	0
2014092811	009	015	9	0
2014092811	006	001	0	0
2014092811	006	001	0	0
2014092811	014	006	0	0
2014092811	014	006	0	0
2014092810	017	014	0	0
2014092810	017	014	0	0
2014092809	003	017	0	0
2014092809	003	017	0	0
2014092809	022	003	0	0
2014092809	022	003	0	0
2014092809	008	022	0	0
2014092809	008	022	0	0
2014092808	010	008	0	0
2014092808	010	008	0	0
2014092806	009	009	0	0
2014092800	009	012	1	0
2014092800	029	023	1	0
2014092800	029	023	1	0
2014092800	029	023	1	0
2014092721	029	026	3	0
2014092720	026	006	0	0
2014092720	026	026	0	0
2014092720	026	026	0	0
2014092720	026	026	0	0
2014092720	018	015	21	0
2014092719	009	008	4	0
2014092719	019	019	1	0
2014092719	019	019	0	0
2014092718	024	016	0	0
2014092718	029	029	1	0
2014092718	001	006	0	0
2014092718	001	001	0	0
2014092718	009	024	0	0
2014092718	002	002	0	0
2014092718	002	002	0	0
2014092718	001	006	0	0
2014092718	001	006	0	0
2014092718	001	006	0	0
2014092718	001	006	0	0
2014092717	006	009	0	0
2014092717	005	002	0	0
2014092717	023	001	0	0
2014092717	023	001	0	0
2014092717	023	001	0	0
2014092717	023	001	0	0
2014092717	019	009	2	0
2014092717	024	009	1	0
2014092717	024	009	1	0
2014092716	019	009	2	0
2014092715	021	028	1	0
2014092715	021	028	1	0
2014092715	014	006	0	0
2014092715	028	009	0	0
2014092715	003	003	2	0
2014092715	003	003	2	0
2014092715	011	011	3	0
2014092715	009	016	6	0
2014092715	007	020	0	0
2014092715	014	014	0	0
2014092715	008	011	0	0
2014092715	008	008	0	0
2014092714	009	016	6	0
2014092714	020	006	0	0
2014092714	016	023	1	0
2014092714	016	023	1	0
2014092714	004	020	0	0
2014092714	008	028	0	0
2014092714	013	023	3	0
2014092714	013	023	3	0
2014092714	016	016	0	0
2014092714	029	029	2	0
2014092714	016	016	0	0
2014092714	024	027	1	0
2014092713	006	008	0	0
2014092711	019	019	2	0
2014092710	019	019	3	0
2014092623	009	004	0	0
2014092623	009	004	0	0
2014092621	004	012	0	0
2014092620	007	003	0	0
2014092620	023	006	1	0
2014092620	023	006	1	0
2014092619	009	007	0	0
2014092618	025	022	3	0
2014092618	007	006	1	0
2014092618	007	006	1	0
2014092617	007	007	0	0
2014092616	005	028	0	0
2014092616	015	013	2	0
2014092616	015	015	0	0
2014092616	015	015	0	0
2014092616	016	019	2	0
2014092615	023	025	1	0
2014092615	004	023	1	0
2014092615	004	016	1	0
2014092615	003	024	0	0
2014092615	015	026	2	0
2014092615	015	026	2	0
2014092613	029	029	0	0
2014092612	029	029	0	0
2014092612	008	007	1	0
2014092612	002	004	0	0
2014092611	013	008	0	0
2014092611	029	029	2	0
2014092606	007	013	0	0
2014092605	009	007	0	0
2014092520	006	016	12	0
2014092520	004	009	0	0
2014092520	004	009	0	0
2014092516	008	013	0	0
2014092516	009	020	0	0
2014092516	022	008	0	0
2014092516	009	028	0	0
2014092515	013	009	1	0
2014092515	013	013	0	0
2014092515	013	013	0	0
2014092515	018	020	0	0
2014092515	002	012	0	0
2014092515	028	013	0	0
2014092514	028	028	0	0
2014092514	004	022	0	0
2014092514	012	012	1	0
2014092512	002	002	2	0
2014092510	012	013	0	0
2014092418	023	020	2	0
2014092417	003	003	2	0
2014092416	023	025	1	0
2014092219	024	015	0	0
2014092219	024	015	0	0
2014092218	026	006	0	0
2014092218	006	024	0	0
2014092218	006	024	0	0
2014092218	018	006	0	0
2014092218	022	013	1	0
2014092218	025	002	1	0
2014092218	019	019	1	0
2014092218	006	006	0	0
2014092218	019	019	1	0
2014092218	006	006	0	0
2014092218	019	019	0	0
2014092218	014	006	0	0
2014092218	014	006	0	0
2014092218	006	014	0	0
2014092217	009	018	0	0
2014092217	006	009	0	0
2014092217	006	006	0	0
2014092216	006	006	0	0
2014092216	006	006	0	0
2014092216	027	019	2	0
2014092216	027	027	0	0
2014092216	027	019	2	0
2014092216	027	027	0	0
2014092216	027	027	0	0
2014092215	009	014	0	0
2014092215	009	014	0	0
2014092215	008	028	1	0
2014092215	008	028	1	0
2014092214	012	001	1	0
2014092214	012	001	1	0
2014092214	012	012	0	0
2014092213	013	008	0	0
2014092213	013	008	0	0
2014092213	013	013	0	0
2014092213	024	019	2	0
2014092213	024	019	2	0
2014092213	016	016	0	0
2014092213	016	016	0	0
2014092213	016	016	0	0
2014092212	001	012	2	0
2014092211	024	015	1	0
2014092211	016	016	0	0
2014092211	013	006	0	0
2014092211	019	019	2	0
2014092210	009	014	0	0
2014092210	009	014	0	0
2014092210	020	009	0	0
2014092210	020	009	0	0
2014092201	007	007	0	0
2014092201	005	020	0	0
2014092201	005	020	0	0
2014092123	015	003	0	0
2014092123	002	002	2	0
2014092123	002	002	2	0
2014092123	018	009	1	0
2014092122	018	009	1	0
2014092122	018	018	0	0
2014092122	008	008	3	0
2014092122	018	018	0	0
2014092122	016	016	1	0
2014092122	023	025	1	0
2014092121	025	023	0	0
2014092120	020	009	0	0
2014092120	020	009	0	0
2014092120	020	009	0	0
2014092120	002	002	0	0
2014092120	027	006	1	0
2014092120	027	006	1	0
2014092120	018	020	0	0
2014092120	018	020	0	0
2014092120	002	002	0	0
2014092120	023	027	3	0
2014092119	017	004	0	0
2014092119	017	004	0	0
2014092119	007	017	0	0
2014092119	007	017	0	0
2014092119	023	018	0	0
2014092119	023	018	0	0
2014092119	019	026	0	0
2014092119	024	007	0	0
2014092119	024	007	0	0
2014092119	011	011	5	0
2014092119	025	023	0	0
2014092119	011	011	1	0
2014092119	025	023	0	0
2014092119	016	024	0	0
2014092119	016	024	0	0
2014092119	011	011	5	0
2014092118	011	011	1	0
2014092118	011	011	0	0
2014092118	006	009	1	0
2014092118	018	023	1	0
2014092118	018	023	1	0
2014092118	025	023	0	0
2014092118	025	023	0	0
2014092118	003	025	1	0
2014092117	024	005	1	0
2014092117	007	009	1	0
2014092117	026	019	2	0
2014092117	007	009	1	0
2014092117	029	029	0	0
2014092117	007	007	0	0
2014092117	007	007	0	0
2014092117	007	007	0	0
2014092117	019	016	1	0
2014092117	019	016	1	0
2014092117	017	003	3	0
2014092117	017	003	3	0
2014092117	017	017	0	0
2014092117	021	028	1	0
2014092116	019	016	3	0
2014092116	023	025	1	0
2014092116	027	027	0	0
2014092116	023	025	1	0
2014092116	023	007	1	0
2014092116	008	028	1	0
2014092116	023	023	0	0
2014092116	023	023	0	0
2014092116	026	019	0	0
2014092116	001	003	0	0
2014092116	026	019	0	0
2014092116	023	023	0	0
2014092116	001	003	0	0
2014092116	023	025	0	0
2014092116	023	007	1	0
2014092116	002	012	4	0
2014092116	024	015	1	0
2014092116	028	014	1	0
2014092116	028	014	1	0
2014092116	024	027	1	0
2014092116	018	026	0	0
2014092116	018	026	0	0
2014092116	024	024	0	0
2014092116	018	018	0	0
2014092116	007	023	0	0
2014092116	024	019	2	0
2014092116	009	007	0	0
2014092115	024	024	1	0
2014092115	024	024	1	0
2014092115	004	018	0	0
2014092115	004	018	0	0
2014092115	019	027	1	0
2014092115	019	019	0	0
2014092115	019	027	1	0
2014092115	017	009	0	0
2014092115	005	024	3	0
2014092115	005	005	0	0
2014092115	005	005	0	0
2014092115	024	009	1	0
2014092115	011	011	1	0
2014092115	024	009	1	0
2014092115	019	019	2	0
2014092115	023	019	2	0
2014092115	013	017	0	0
2014092115	023	023	0	0
2014092115	023	019	2	0
2014092115	002	005	0	0
2014092115	002	024	4	0
2014092115	019	019	0	0
2014092115	019	019	0	0
2014092115	006	010	2	0
2014092114	015	015	8	0
2014092114	013	014	0	0
2014092114	010	010	0	0
2014092114	010	010	0	0
2014092114	027	019	1	0
2014092114	027	019	1	0
2014092114	027	027	0	0
2014092114	009	013	3	0
2014092114	009	009	0	0
2014092114	020	019	2	0
2014092114	023	023	2	0
2014092114	023	023	2	0
2014092114	020	019	2	0
2014092114	015	015	0	0
2014092114	007	028	0	0
2014092114	007	028	1	0
2014092114	029	029	1	0
2014092114	009	013	3	0
2014092114	028	011	2	0
2014092114	028	011	2	0
2014092113	007	007	0	0
2014092113	029	029	2	0
2014092113	007	007	0	0
2014092113	011	015	1	0
2014092113	029	029	0	0
2014092113	007	015	0	0
2014092113	011	011	0	0
2014092113	011	015	1	0
2014092113	019	019	2	0
2014092113	011	011	0	0
2014092113	016	010	4	0
2014092113	006	024	1	0
2014092113	014	007	0	0
2014092113	006	024	1	0
2014092113	016	016	0	0
2014092113	014	007	0	0
2014092113	006	024	1	0
2014092113	006	024	1	0
2014092113	003	001	1	0
2014092113	003	001	1	0
2014092113	014	018	0	0
2014092113	014	014	0	0
2014092113	014	018	1	0
2014092113	006	013	0	0
2014092113	006	013	0	0
2014092113	006	007	0	0
2014092113	019	019	1	0
2014092113	019	019	0	0
2014092112	007	014	1	0
2014092112	007	014	2	0
2014092112	007	007	1	0
2014092112	022	007	2	0
2014092112	024	012	1	0
2014092112	024	012	1	0
2014092111	019	024	2	0
2014092111	019	019	0	0
2014092111	010	007	2	0
2014092111	010	010	0	0
2014092111	019	019	2	0
2014092111	019	019	2	0
2014092111	023	023	0	0
2014092111	023	006	0	0
2014092111	023	006	0	0
2014092111	019	019	0	0
2014092111	019	019	0	0
2014092111	021	028	1	0
2014092111	007	009	0	0
2014092111	007	009	0	0
2014092111	026	016	0	0
2014092111	026	016	0	0
2014092111	026	023	0	0
2014092111	026	023	0	0
2014092111	026	026	0	0
2014092110	024	026	0	0
2014092110	024	026	0	0
2014092110	026	019	2	0
2014092110	007	017	0	0
2014092110	028	021	1	0
2014092110	003	003	1	0
2014092110	003	003	1	0
2014092110	013	006	0	0
2014092110	013	006	0	0
2014092109	013	013	0	0
2014092109	009	026	2	0
2014092109	009	026	2	0
2014092109	024	024	1	0
2014092109	024	024	1	0
2014092109	008	023	2	0
2014092109	021	014	1	0
2014092109	024	024	0	0
2014092109	011	007	2	0
2014092109	011	007	2	0
2014092108	024	024	0	0
2014092108	028	001	2	0
2014092108	028	001	2	0
2014092103	006	003	2	0
2014092103	017	006	0	0
2014092102	010	017	1	0
2014092102	012	012	4	0
2014092102	012	012	0	0
2014092101	020	005	0	0
2014092101	020	013	0	0
2014092023	029	029	3	0
2014092023	029	029	3	0
2014092023	029	029	0	0
2014092023	029	029	0	0
2014092023	016	023	1	0
2014092022	018	018	2	0
2014092022	018	018	2	0
2014092022	018	018	2	0
2014092021	020	020	2	0
2014092021	020	020	2	0
2014092021	020	020	2	0
2014092021	020	020	2	0
2014092020	025	018	1	0
2014092020	025	018	1	0
2014092020	025	018	1	0
2014092020	019	019	3	0
2014092020	024	024	0	0
2014092020	019	019	3	0
2014092020	016	016	0	0
2014092020	016	016	0	0
2014092019	024	016	0	0
2014092019	025	026	1	0
2014092019	024	016	0	0
2014092019	006	006	17	0
2014092019	028	028	0	0
2014092019	023	025	1	0
2014092019	019	019	1	0
2014092019	023	025	1	0
2014092019	013	006	1	0
2014092019	019	019	1	0
2014092019	023	012	1	0
2014092019	018	023	0	0
2014092019	023	012	1	0
2014092019	028	028	0	0
2014092019	010	013	0	0
2014092018	018	020	2	0
2014092018	010	010	0	0
2014092018	022	022	0	0
2014092018	019	019	1	0
2014092018	016	024	0	0
2014092018	016	024	0	0
2014092018	003	022	0	0
2014092018	009	007	1	0
2014092018	003	003	0	0
2014092018	023	023	0	0
2014092018	003	006	2	0
2014092018	009	007	1	0
2014092018	006	006	1	0
2014092018	006	006	1	0
2014092018	009	009	0	0
2014092018	006	006	1	0
2014092018	006	026	10	0
2014092018	006	006	19	0
2014092018	006	020	3	0
2014092018	006	006	0	0
2014092018	009	004	0	0
2014092018	015	011	1	0
2014092018	001	006	1	0
2014092018	029	025	3	0
2014092018	029	025	3	0
2014092018	029	029	0	0
2014092017	026	026	10	0
2014092017	019	019	2	0
2014092017	019	019	2	0
2014092017	016	015	0	0
2014092017	019	016	0	0
2014092017	019	016	0	0
2014092017	015	009	0	0
2014092017	003	010	0	0
2014092017	003	010	0	0
2014092017	019	019	2	0
2014092017	019	019	2	0
2014092016	029	029	2	0
2014092016	015	014	0	0
2014092016	029	029	2	0
2014092016	010	028	1	0
2014092016	019	019	1	0
2014092016	010	028	1	0
2014092016	019	019	1	0
2014092016	019	019	1	0
2014092016	015	005	1	0
2014092016	015	005	1	0
2014092016	027	019	2	0
2014092016	015	015	0	0
2014092016	015	015	0	0
2014092015	027	019	2	0
2014092015	027	019	0	0
2014092015	028	028	0	0
2014092015	027	019	0	0
2014092015	027	027	2	0
2014092015	028	028	1	0
2014092015	028	028	1	0
2014092015	028	028	0	0
2014092014	015	028	1	0
2014092014	015	028	1	0
2014092014	028	010	0	0
2014092014	028	028	0	0
2014092014	028	010	1	0
2014092013	029	029	2	0
2014092013	029	029	2	0
2014092013	020	009	0	0
2014092013	004	006	1	0
2014092013	004	006	1	0
2014092013	004	006	1	0
2014092013	026	023	3	0
2014092013	004	020	0	0
2014092013	026	026	0	0
2014092012	005	004	0	0
2014092012	022	005	0	0
2014092011	021	022	0	0
2014092011	011	021	0	0
2014092011	019	019	2	0
2014092008	008	010	0	0
2014092008	008	010	0	0
2014092006	009	023	0	0
2014092005	005	009	0	0
2014092005	010	027	2	0
2014092005	010	027	2	0
2014092001	010	028	0	0
2014092001	006	006	2	0
2014092001	006	006	2	0
2014092001	001	020	0	0
2014092001	006	006	2	0
2014092001	006	006	2	0
2014092001	006	006	2	0
2014092000	028	010	2	0
2014092000	023	005	1	0
2014092000	004	004	0	0
2014092000	004	004	0	0
2014092000	019	027	0	0
2014091923	019	027	0	0
2014091923	019	027	0	0
2014091923	019	027	0	0
2014091923	019	027	0	0
2014091923	019	027	0	0
2014091923	019	027	0	0
2014091923	019	019	0	0
2014091923	019	019	0	0
2014091923	019	019	0	0
2014091923	019	019	0	0
2014091923	019	019	0	0
2014091923	022	028	1	0
2014091923	010	010	0	0
2014091923	013	028	1	0
2014091922	023	010	1	0
2014091921	024	024	0	0
2014091921	009	011	1	0
2014091921	009	011	1	0
2014091921	019	019	1	0
2014091921	019	019	0	0
2014091920	019	023	1	0
2014091920	019	019	0	0
2014091920	019	019	0	0
2014091920	013	008	0	0
2014091920	019	019	0	0
2014091920	019	019	0	0
2014091920	009	013	0	0
2014091920	006	016	1	0
2014091920	024	007	1	0
2014091919	024	016	0	0
2014091919	024	016	0	0
2014091919	016	019	1	0
2014091918	024	024	0	0
2014091918	014	024	1	0
2014091918	014	024	1	0
2014091918	028	024	0	0
2014091918	027	023	0	0
2014091918	019	019	1	0
2014091918	019	019	1	0
2014091918	019	019	1	0
2014091917	013	009	0	0
2014091917	013	009	0	0
2014091917	013	009	1	0
2014091917	019	019	0	0
2014091917	019	019	0	0
2014091917	019	019	1	0
2014091917	027	014	1	0
2014091917	008	013	0	0
2014091917	008	013	0	0
2014091917	029	027	1	0
2014091916	015	009	1	0
2014091916	015	009	1	0
2014091916	009	016	2	0
2014091915	003	003	1	0
2014091915	003	003	0	0
2014091913	003	028	0	0
2014091913	010	003	0	0
2014091912	019	019	1	0
2014091912	019	019	1	0
2014091912	016	011	1	0
